url,verdict,risk,details
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/CryptographicIdentity.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/elementor/assets/js/frontend.min562c.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/articles/wp-includes/css/classic-themes.min.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/elementskit/modules/parallax/assets/js/animec2d0.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
http://www.dsci.in/paper/3?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/test-thumb_21.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/Cyber-Forensics-Training-for-Banks-thumb.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://block.dsci.in/docs/ba90bd08fe6cb31ec6850346e3ef48cf8cc493444e1da235bf710408c9e8c38c?trk=FUZZ,SAFE,Low,Path is in safe directory: /docs/
https://www.dsci.in/dpd-quiz/wp-content/plugins/user-registration/assets/js/frontend/user-registration.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/nhpc.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/member-directory/T?sector_id=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/documents/resource_centre/Hardware Security Overview.pdf?utm_content=FUZZ,SAFE,Low,Static file extension detected (pdf)
https://www.dsci.in/dpd-quiz/wp-admin/js/password-strength-meter.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/sbi-logo1.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/E&E logo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/Logo_2.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://ccoe.dsci.in/wp-content/themes/ryse/assets/js/bootstrap.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Esperto_Logo_L.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/uploads/elementor/css/post-599949e.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/appsec-2_0.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/IRGDattaraj Rao.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/backend/api/v1/content/technation-2023?_format=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Nandkumar Saravade.jpeg?itok=FUZZ,SAFE,Low,Static file extension detected (jpeg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/anuj-bhansali---phonepe.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Manas.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/secure-with-cloud/assets/js/theme.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/elementskit/modules/sticky-content/assets/js/jquery.stickyc2d0.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/dpd-quiz/wp-content/plugins/user-registration/assets/css/user-registration-smallscreen.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
http://podcast.dsci.in/pb-assets/handle/share_v1.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/philip-varughese.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/DerekHo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://blogs.dsci.in/wp-includes/js/jquery/jquery-migrate.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://blogs.dsci.in/wp-content/themes/ribosome/custom-style.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://event-assets.dsci.in/bpm/assets/js/main.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://blogs.dsci.in/wp-includes/css/buttons.min.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
"https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/Hardware, Semiconductor & Embedded Systems in India.png?itok=FUZZ",SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/MASYS Logo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://ccoe.dsci.in/wp-content/themes/ryse/assets/js/wow.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/WSA-LOGO-UPDATED-COLOR-Black_0.gif?itok=FUZZ,SAFE,Low,Static file extension detected (gif)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/Using IT to Redefine Global Banking-min.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://blogs.dsci.in/wp-content/themes/ribosome/js/ribosome-scripts-functions.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/event/aiss-2022/js/scriptse3ba.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://betain.dsci.in/misc/ajax.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Abhijit Chaudhary.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/dpd-quiz/wp-content/plugins/user-registration/assets/js/inputmask/jquery.inputmask.bundle.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Manish-Tiwari.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://ccoe.dsci.in/wp-login.php?redirect_to=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://blogs.dsci.in/wp-content/themes/ribosome/css/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=FUZZ,SAFE,Low,Static file extension detected (woff2)
https://www.dsci.in/dpd-quiz/wp-content/themes/twentytwenty/assets/js/index.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/event/aiss-2023/js/scripts.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Rama_Vedashree_large_0.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/aiss-2019/?utm=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://ccoe.dsci.in/wp-includes/css/classic-themes.min.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/content/indias-ai-ml-cybersecurity-capabilities-driving-innovation-cybersecurity-front?utm_source=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Logo_50.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/documents/resource_centre/National Cyber Security Strategy 2020 DSCI submission.pdf?trk=FUZZ,SAFE,Low,Static file extension detected (pdf)
https://blogs.dsci.in/wp-includes/css/dist/block-library/style.min.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Shubhajit Deb.JPG?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/The-Cyber-Security-Ecosystem-thumb.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/durga-prasad-dube.jpeg?itok=FUZZ,SAFE,Low,Static file extension detected (jpeg)
https://ccoe.dsci.in/wp-includes/js/comment-reply.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/APJ180020_Association Banners_DSCI-970x450.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/ansal-university.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://ccoe.dsci.in/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/anoop_saldanha.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/5c8964eb57d74f14897112ad_Botman-Logo-Wide-separated.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://blogs.dsci.in/wp-content/plugins/mailchimp-for-wp/assets/css/form-basic.min.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/130_140/public/kotak.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/event/aiss-2024/?utm_source=FUZZ,CRITICAL,Critical,SQL Error present in baseline request!
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/Annual_Information_thumb.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/events/aiss-2016/css/pluginsd28d.css?v=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.minae82.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/idfc.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/member-directory/Z?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/elementskit/widgets/init/assets/css/responsivec2d0.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/member-directory/U?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/NH-Logo-01_0.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
http://webmail.dsci.in:80/~samachar/index.php/en/cities/42-up-uttarakhand/varanasi/index.php?option=FUZZ,ERROR,Error,"Failed to connect: HTTPConnectionPool(host='webmail.dsci.in', port=80): Max retries exceeded with url: /~samachar/index.php/en/cities/42-up-uttarakhand/varanasi/index.php?option=FUZZ (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002398D6EDBF0>: Failed to resolve 'webmail.dsci.in' ([Errno 11001] getaddrinfo failed)""))"
https://www.dsci.in/sites/default/files/styles/thumbnail/public/heena-mukadam.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/BNY Mellon logo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/anand-pande.jpeg?itok=FUZZ,SAFE,Low,Static file extension detected (jpeg)
https://www.dsci.in/sites/default/files/styles/130_140/public/logo_0.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/event_small_160x108/public/dsci3_1.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/member-directory/P?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/elementskit/modules/parallax/assets/js/jquery.easing.1.3c2d0.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/FB.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/dummy_logo_1.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/v1_FINSEC2019-Website_Banner-11mar2019.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/themes/eventalk/assets/css/style1f22.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://ccoe.dsci.in/white-paper?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/ankura logo 2021 CMYK - Copy.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/file/4744/download?token=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://blogs.dsci.in/wp-content/plugins/metro-author-widget/assets/js/script.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
http://dscimx01.dsci.in:80/~samachar/plugins/system/jch_optimize/assets2/jscss.php?f=FUZZ,ERROR,Error,"Failed to connect: HTTPConnectionPool(host='dscimx01.dsci.in', port=80): Max retries exceeded with url: /~samachar/plugins/system/jch_optimize/assets2/jscss.php?f=FUZZ (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002398D6EDF20>: Failed to resolve 'dscimx01.dsci.in' ([Errno 11001] getaddrinfo failed)""))"
https://www.dsci.in/backend/api/v1/events/aiss?_format=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/haltdos.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://ccoe.dsci.in/wp-content/plugins/radiantthemes-addons/assets/css/image-gallery-style.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/event/finsec-conclave-2025/?utm_source=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/elementskit/libs/framework/assets/js/frontend-scriptc2d0.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sectoral-privacy-project/wp-content/plugins/ninja-forms/assets/fonts/fontawesome-webfont.woff?v=FUZZ,SAFE,Low,Static file extension detected (woff)
https://www.dsci.in/member-directory/V?sector_id=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/04-Nexus-Logo-Tagline-Hrz-3-Rows-H200pxl.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/members-and-associates?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/digital-payment-abhiyan/assets/css/style.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/130_140/public/ujvnl logo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/10th-Cybercrime-Awareness-Workshop-for-Law-thumb.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/photo_2019-12-12 17.10.28.jpeg?itok=FUZZ,SAFE,Low,Static file extension detected (jpeg)
https://www.dsci.in/misc/jquery.form.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/members-and-associates?member_filter_type=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.minae82.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/130_140/public/ABG_GROUP-LOGO_3D_low.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://block.dsci.in/docs/546a5db838be4d5576195c703a0bf7ac031cfc596d9abe459aff7ba8dcaa3ddc?trk=FUZZ,SAFE,Low,Path is in safe directory: /docs/
https://www.dsci.in/member-directory/R?sector_id=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Manan Suri.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Cyber intelligence unit.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Preet Yadav.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/NavdeepJakhar.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/teampress/css/glightboxf658.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/test-thumb_24.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/cyber-shikshaa/assets/js/custom.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/v1_BPM2019-Website_Banner-20may2019_0-min (1).png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/resize-16841341741770915962AdityBirlaCapitalLogo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Akshay Agrawal.JPG?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/test-thumb_4.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
http://dscimx01.dsci.in:80/index.php/en/gallery?catid=FUZZ,ERROR,Error,"Failed to connect: HTTPConnectionPool(host='dscimx01.dsci.in', port=80): Max retries exceeded with url: /index.php/en/gallery?catid=FUZZ (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002398D5638A0>: Failed to resolve 'dscimx01.dsci.in' ([Errno 11001] getaddrinfo failed)""))"
https://block.dsci.in/docs/5b48bd996476e56e465cecb9fd5e369e1b07a82dc903c21191ccd5d47ee348f5?trk=FUZZ,SAFE,Low,Path is in safe directory: /docs/
https://blogs.dsci.in/?tag=FUZZ,ERROR,Error,"Failed to connect: HTTPSConnectionPool(host='blogs.dsci.in', port=443): Max retries exceeded with url: /?tag=FUZZ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002398D741A90>: Failed to resolve 'blogs.dsci.in' ([Errno 11001] getaddrinfo failed)""))"
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/elementor/assets/lib/dialog/dialog.minae9e.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/backend/webform_rest/contact_us/fields/?_format=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/thumbnail/public/abhijit_mohanta.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://blogs.dsci.in/wp-content/plugins/buddypress/bp-core/deprecated/js/jquery-scroll-to.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/member-directory/O?sector_id=FUZZ,SAFE,Low,No obvious SQLi behavior detected
http://www.dsci.in/events/sponsors/1023?trk=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/elementskit/modules/controls/assets/css/widgetarea-editor8a54.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/130_140/public/srcb__0.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/TenableWebinar_2.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/Protectt-Logo-01.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/test-thumb_6.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://block.dsci.in/docs/6e2fc9f466b11ddf64d0990f452d08125c33740f4a86725e004b681c2fb9caa8?trk=FUZZ,SAFE,Low,Path is in safe directory: /docs/
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/teneable-webinar2-v1.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/EYYBaljinder-Singh-EXL.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://blogs.dsci.in/wp-content/themes/ribosome/css/font-awesome-4.4.0/fonts/fontawesome-webfont.svg?v=FUZZ,SAFE,Low,Static file extension detected (svg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/ravi-sogi.jpeg?itok=FUZZ,SAFE,Low,Static file extension detected (jpeg)
https://www.dsci.in/events/best-practices-meet-2020/wp-includes/js/wp-embed.minf658.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/7th-Cyber-Crime-Awareness-Workshop-for-LEAs-thumb.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/member-directory/H?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/events/aiss-2016/css/bootstrap.mind28d.css?v=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/member-directory/G?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/logo-card.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/dummy_logo_8.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
http://dscimx01.dsci.in:80/~samachar/index.php/en/component/esoft/related?id=FUZZ,ERROR,Error,"Failed to connect: HTTPConnectionPool(host='dscimx01.dsci.in', port=80): Max retries exceeded with url: /~samachar/index.php/en/component/esoft/related?id=FUZZ (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002398D6EF240>: Failed to resolve 'dscimx01.dsci.in' ([Errno 11001] getaddrinfo failed)""))"
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/teampress/js/teampress5152.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sectoral-privacy-project/wp-content/plugins/ninja-forms/assets/fonts/fontawesome-webfont.ttf?v=FUZZ,SAFE,Low,Static file extension detected (ttf)
https://www.dsci.in/sites/default/files/styles/130_140/public/Logo_0.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/equitas-logo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/Rubrik_Logo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/QK logo 261 x 132-01.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/logo_5.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/image_preview_2.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/d-janakiram.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/bank-of-india.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://blogs.dsci.in/wp-includes/js/comment-reply.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/dsci-logo-enlarge_0.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/Latest.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/deepak-munjal.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/orbis.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Rishi-Rajpal-Concentrix.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/blogs/wp-content/themes/ribosome/css/ie.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/2nd-Hyderabad-Security-Conference-thumb.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/Electronic pay2.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
http://www.dsci.in:80/taxonomypage/57?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://ccoe.dsci.in/wp-content/plugins/radiantthemes-addons/assets/js/radiantthemes-addons-custom.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://ccoe.dsci.in/wp-content/plugins/radiantthemes-addons/assets/css/radiantthemes-addons-custom.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://blogs.dsci.in/wp-content/plugins/easy-author-image/css/easy-author-image.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/event/aiss-2022/css/styles.css?v=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/130_140/public/verizon logo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Adweb.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/aseem-ahmed.jpeg?itok=FUZZ,SAFE,Low,Static file extension detected (jpeg)
https://www.dsci.in/event/aiss-2024/?utm_content=FUZZ,CRITICAL,Critical,SQL Error present in baseline request!
https://www.dsci.in/sites/default/files/styles/thumbnail/public/dhawal-sharma.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/industry-development/assets/fonts/fontawesome-webfont.eot?v=FUZZ,SAFE,Low,Static file extension detected (eot)
http://webmail.dsci.in:80/index.php/gallery?catid=FUZZ,ERROR,Error,"Failed to connect: HTTPConnectionPool(host='webmail.dsci.in', port=80): Max retries exceeded with url: /index.php/gallery?catid=FUZZ (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002398D6EFBD0>: Failed to resolve 'webmail.dsci.in' ([Errno 11001] getaddrinfo failed)""))"
https://www.dsci.in/events/best-practices-meet-2021/?utm_source=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/all/modules/contrib/jquery_update/replace/jquery/1.11/jquery.min.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/events/aiss-2021/js/scripts.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/industry-development/assets/images/banner/smb-home-banner-1.jpg?v=FUZZ,SAFE,Low,Static file extension detected (jpg)
http://dscimx01.dsci.in:80/~samachar/~samachar/index.php/gallery?catid=FUZZ,ERROR,Error,"Failed to connect: HTTPConnectionPool(host='dscimx01.dsci.in', port=80): Max retries exceeded with url: /~samachar/~samachar/index.php/gallery?catid=FUZZ (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002398D6EFAC0>: Failed to resolve 'dscimx01.dsci.in' ([Errno 11001] getaddrinfo failed)""))"
https://www.dsci.in/blogs/wp-includes/js/comment-reply.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
